address,reason
C2MvcWD86peRanQAnJfiDPurs7e7CkMsnP1bHBNJvBpA,"([], 'No qualifying breakouts')"
71EzAiKBujBC5Y9RcCebTBknLcbA5LMRfdwmaoCkpump,"([], 'No qualifying breakouts')"
DjHzGEW4ZUeUyCi8hx4Agqs818k2P3MZZvgYmGNspump,"([], 'No qualifying breakouts')"
8hNpswNRDui3BcQwPPbvmFgA9GdfHHoQMtrgTSuopump,Too few 30m bars (9)
AoR5LncBpmpv6WwxCqiEM96Z9Lwiim2bSAyZAHt9MudA,"([], 'No qualifying breakouts')"
VAULTVXqi93aaq9FsyPKgdgp6Ge1H1HoSvNC4ZbqFDs,"([], 'No qualifying breakouts')"
Hz4BN5UEmjRC73RQX48kt6BJ596Uuab7gkt8u3Wnpump,"([], 'No qualifying breakouts')"
ENfpbQUM5xAnNP8ecyEQGFJ6KwbuPjMwv7ZjR29cDuAb,"([], 'No qualifying breakouts')"
8sbrrb2Zitcut6LbTRd2i51MUo5CuRmGxSGqaeJibQXB,"([], 'No qualifying breakouts')"
3wppuwUMAGgxnX75Aqr4W91xYWaN6RjxjCUFiPZUpump,"([], 'No qualifying breakouts')"
6Csg1vQqn1bLub57x7afkmWvcsBWSjpDazN7SPBmbonk,"([], 'No qualifying breakouts')"
5BoFwLMkkbawoRvnV6doYoTTuFR7nZBfUPmP6Peapump,"([], 'No qualifying breakouts')"
61uWHafHrHHs3zuGDCX7uMDczx41kGLsudeM28gspump,No volume spikes
6kif8CJPCNAM2S1cydQoELGejdiXmSkVpvqwR7njpump,"([], 'No qualifying breakouts')"
rfLouyyDRB6GzJLeZcP7x1JfR4q7gejPjitEe1VA2YP,"([], 'No qualifying breakouts')"
EmN2aLqwLDops5Ezb32WV4uQos4B1JMUhrdx4E7cpump,"([], 'No qualifying breakouts')"
BuWe9Wd5XqCUUV1xZMtcpCPg7iqdYoyC8dBdSbEUpump,"([], 'No qualifying breakouts')"
93jfehzr1xScW64qwZ6dkwf6PBfz6vcbqXCf1QHJpump,"([], 'No qualifying breakouts')"
CQ6VXxQYD1nH1SobagiQDbhND3SLEKhqSxHCPaavBoLD,"([], 'No qualifying breakouts')"
iAUSDhn2B61LBeCgph6JFxxS5KMYoyeXCbJZ4gyZLr7,"([], 'No qualifying breakouts')"
AuPMJ2VqiJd6gd2e65ALYhpSctzCYancBYLG5usfBAGS,"([], 'No qualifying breakouts')"
CMUt6g8VCETaXAKfZWrKvCSRuG7Kq5dt2WULxsKPHPj9,"([], 'No qualifying breakouts')"
41MVUBMDDiz6gy339uHvXDbXrCw3MBrYo2xU2RbGpump,"([], 'No qualifying breakouts')"
2EyNf2PCNT7eQ9ag1RDXw3qn3Cy22WdTA9T6HKDebonk,"([], 'No qualifying breakouts')"
3inxQ3qSiRPpPWbLBBvnjDTCCXKZaiemdMoUrejrpump,"([], 'No qualifying breakouts')"
2t7SanEtAjf35FERcfzzSTo8rajgV6YZWZYVVoRZpump,"([], 'No qualifying breakouts')"
EU1q1FfzCPG9QHZZQvy1fL7vmisWtBApMcaiaWsVpump,"([], 'No qualifying breakouts')"
F87d3uwBN7epMt89bUaFdoQmw24Eggo1jjmH5Zpnpump,"([], 'No qualifying breakouts')"
39jKGKmxsJwtdUHHEmej8NiFSp2YZ4QHb78EvxCipump,"([], 'No qualifying breakouts')"
GVatokrNoHSBaP5C9i7XUm2DJ5hmgkjPAB8VhTExpump,"([], 'No qualifying breakouts')"
BQQzEvYT4knThhkSPBvSKBLg1LEczisWLhx5ydJipump,"([], 'No qualifying breakouts')"
HJUfqXoYjC653f2p33i84zdCC3jc4EuVnbruSe5kpump,"([], 'No qualifying breakouts')"
EuSYmUevik4boepUKb3qyx9iUeokzcbpMuezn3Zspump,"([], 'No qualifying breakouts')"
65svCEvM4HdBHXKDxfhjm3yw1A6mKXkdS6HXWXDQTSNA,"([], 'No qualifying breakouts')"
4TRUMPJwguiFjfY6PLpwT6SZ5BZmCuzfqWWeJAdR6xP3,"([], 'No qualifying breakouts')"
5ZH17JHVyYZy5QFnXyRawfj4mrieyKZihr7K88debonk,"([], 'No qualifying breakouts')"
9yUotsMTuGL3YJ2skB7obEw9qx2rKiJd6acFFNxNpump,"([], 'No qualifying breakouts')"
dzxaoicvVAHMhun8gq9BnC8WEcgVKBjRAvmQnMYpump,"([], 'No qualifying breakouts')"
HQDTzNa4nQVetoG6aCbSLX9kcH7tSv2j2sTV67Etpump,"([], 'No qualifying breakouts')"
3mmretccGoj6eUCU86BXJq2grVdm4nmBcvq4fenWpump,"([], 'No qualifying breakouts')"
3tPqGuHeHcqD7xgAPNSCv8Wxfb8Ja2v75MQWp6W4pump,"([], 'No qualifying breakouts')"
5cL3TVJ7p5ZKqyx16DXwpdcNx5u19vQtWujA9vYindi,"([], 'No qualifying breakouts')"
2BckD3cuTxrSiY4d6uy2ictyeXFR1sHMpbeXKfihpump,"([], 'No qualifying breakouts')"
C8mgajeVGEC93euKSRZuifvKgonwq6MGL8qPh2Qjpump,Too few 30m bars (8)
Aj7RKQfakLTF9TNWuqRNGPUUpfrUY1WYanxXc3zJZzWw,"([], 'No qualifying breakouts')"
21BTCo9hWHjGYYUQQLqjLgDBxjcn8vDt4Zic7TB3UbNE,"([], 'No qualifying breakouts')"
8NQ2HcFBw5oY9wQVrPVnZtQvmeH1atWayH72ErLP2Dcc,"([], 'No qualifying breakouts')"
5kLu7okC3yrL2NKznwQtkvCVoGGyo3iWz2nht1fXbonk,"([], 'No qualifying breakouts')"
766ivvadp4arnHKQ13RB3cD7PyvRDL42N2j7RCoMpump,"([], 'No qualifying breakouts')"
3C7MRu12seyiiwDR7x8diHbgTFv3wgujMcTw6xgZpump,"([], 'No qualifying breakouts')"
F8t6ZynJ93g8grC3peyU326JQDEvcNiJo347JYDvpump,Too few 30m bars (8)
4dqYzXnTfNrbwMdJ6uum2FbPC1LkmHtSAbXmh2pfpump,"([], 'No qualifying breakouts')"
J73VLpgUiWxooiTwbQyae7h5e29kGrC5RqrbicW2pump,"([], 'No qualifying breakouts')"
H6gBc65mKd2g8ZhKd56EQ1kRwFpC2pt5DA778mtcpump,"([], 'No qualifying breakouts')"
4ZVzJZHPg4GfuHTZmjMWhCuRogSsTJjy15qhRDKnpump,"([], 'No qualifying breakouts')"
5DkzT65YJvCsZcot9L6qwkJnsBCPmKHjJz3QU7t7QeRW,"([], 'No qualifying breakouts')"
M1NEtUMtvTcZ5K8Ym6fY4DZLdKtBFeh8qWWpsPZiu5S,"([], 'No qualifying breakouts')"
BGnVo9T6RTaKgDszi9w5BbHBUxk49E62axX8RLPhmoon,"([], 'No qualifying breakouts')"
HGYiaHSpJAfiwZBkYvw2HWgdKULW2LyDqwQ7zXsNpump,"([], 'No qualifying breakouts')"
GtswqeVZbSBLU6ZZfgc1zcMk6fVBSCV8RLcgR2v5pump,"([], 'No qualifying breakouts')"
7DKFa79o6QfbGGEtBZ5ZYBJw1qLJWyNuVoMD5rxbpump,"([], 'No qualifying breakouts')"
dRpKt6fvjL3yb25gn3ZGGwkkwuAmkKM2EPAXufgpump,"([], 'No qualifying breakouts')"
D2EnViTzsbWcR2NKj2KEswkc6WrFgDAHuMkH9ZeFpump,"([], 'No qualifying breakouts')"
9d816jTYL4hnogcCxk7KzsYf8kRZjBqxZG6kNaeFpump,"([], 'No qualifying breakouts')"
HzTrQanQgAVAhUDyCyBrpSPJJ6kDFS9RpFGGZz6kpump,"([], 'No qualifying breakouts')"
4mh5RedYYKcSfWCbAAWUZaHro89wcojhTodUxN1Dpump,"([], 'No qualifying breakouts')"
DkRN57u3yFASeWYmqmGHTtsESg1iLAcnryVramLfdoge,"([], 'No qualifying breakouts')"
7H4nBv3yrp7FAwsd3XGnqVeN8h8zYZubHZp3wBB7pump,"([], 'No qualifying breakouts')"
53yANribNp1WzRsciY6upAN2VPY85waZEtADTeJhtQGN,"([], 'No qualifying breakouts')"
wCtiCRJz69a5Mqkk2nHmvQwBGQCrUvM8fELoFGqpump,"([], 'No qualifying breakouts')"
BrYANThKaAbjZZH5XWLrw26NzMbfUNmBwbZiMe4Fj5Mk,"([], 'No qualifying breakouts')"
6CzvM95SQABhdjX4taXdpXYArz5daqcin4iM7CGjNwmW,"([], 'No qualifying breakouts')"
FX45auEiBfhaDwWyywF6Z1ECTcVNvQg6EzKUbTJNpump,"([], 'No qualifying breakouts')"
77fcMPNeoBCJmKXwdg7BKStVrmXu99zQHS5MkhgWpump,"([], 'No qualifying breakouts')"
CHVggq5Bu2UKLB1MQtLciDV3UKv5hwLkJwA14egApump,"([], 'No qualifying breakouts')"
Ak3ovnWQnAxPSFoSNCoNYJLnJtQDCKRBH4HwhWkb6hFm,"([], 'No qualifying breakouts')"
AEDEBKCEkxHvFx69vKD8EmZ7VqmhAqobubfgMt32pump,"([], 'No qualifying breakouts')"
7TADvXv6vQt2hQ1Sf38RMemisizy1Rkq1AEM65E3BAGS,"([], 'No qualifying breakouts')"
BKQucpTXB2d67jSNXMznSTj2iNLVtyga9JW86QoWpump,"([], 'No qualifying breakouts')"
FD93NLxLaREipEKqtWKQbR4oMNsYKaHeFz5358aZTRiX,"([], 'No qualifying breakouts')"
BdYqxVbfofR5SrwwDdMhf6P7oGWQnbydFjY3ySpppump,"([], 'No qualifying breakouts')"
B2uK55ZC75wyZJ54ZM8bnHtoysGdJbibdxtHAPpcpump,"([], 'No qualifying breakouts')"
2q2Ndms6cFjPedsLZbNSzg1nQVmUqrijTgmpEt4npump,"([], 'No qualifying breakouts')"
4mKrVMh7CdEwsRxtEwbZ61RRJnaitfgka6fZhzM2pump,"([], 'No qualifying breakouts')"
64S2s4vptcwUadHHd1AqTDZfMGRVCpWt4QuDuUKqXhmn,"([], 'No qualifying breakouts')"
82gi7mybA1yHi56FcCC9wvTPzew5hsxP2wdHv4nYpump,"([], 'No qualifying breakouts')"
HDTasrVEvEmrfHUzLN42hhhNbELrcFrWCqsvWs3ypump,"([], 'No qualifying breakouts')"
BC2CWeUZZvZKniqn4MedxFh12jNjSMLke2Hp2puTXutE,"([], 'No qualifying breakouts')"
82JMqZU2TMV7P8Y5VXsnJ7Rgb9YKp1dUDRftPrEZpump,"([], 'No qualifying breakouts')"
3MT72WNAvf4jMeKP1RT4YrrHP7dUih4w7R1PbDkiM118,"([], 'No qualifying breakouts')"
3xhezws6Lk7cMqoVEfZFXu3ry9GKymFz1vbWyQ4f99uX,"([], 'No qualifying breakouts')"
HaTJGFd7JD132cUzhLpoFTSbg6eSvQrVC4Mewi3moon,"([], 'No qualifying breakouts')"
DaK2dLpGWCEbRBEf3J1dqaHXLi8LMPnk7zovt8xpump,"([], 'No qualifying breakouts')"
BjBpZgKzUk8eJw6MeKUCgKqAYDyXtogapMy2EA6amoon,"([], 'No qualifying breakouts')"
4GFe6MBDorSy5bLbiUMrgETr6pZcjyfxMDm5ehSgpump,"([], 'No qualifying breakouts')"
9z465hS5qAT2neUPYdSzqzeHUwve1xSVS8Hv25ae6Mav,"([], 'No qualifying breakouts')"
CE8rdHyFJzS6waS7qQEfbm6ze92XB2pstHx9pK3npump,"([], 'No qualifying breakouts')"
3meWn4683ng7FgLVJJB2bYPaNSoqhWdritNdkd4Aw1aj,"([], 'No qualifying breakouts')"
4FEphC5XxY2QRQ1ojKEyKgt3qHE2CTrc6Q3C3RUBpump,"([], 'No qualifying breakouts')"
ABDoiSudvFjjJ25rtXn8V2b6QGrH59KN6thAbsPvpump,"([], 'No qualifying breakouts')"
7jmxMYYpsaRxc4v7S3Ww4wY8yATvQvHtGpsoAWmupump,"([], 'No qualifying breakouts')"
7tPPYTBKrFLKKnoCwijrsfjAYadyp7GpAmSPUbVwbonk,"([], 'No qualifying breakouts')"
HAgX1HSfok8DohiNCS54FnC2UJkDSrRVnT38W3iWFwc8,"([], 'No qualifying breakouts')"
EdrwqZm49ZgfmrxTR2Vvvh4gmHCnFZeHALnQRFrQpump,"([], 'No qualifying breakouts')"
361pUXTPohPEgcnCVm7DUvNziizK37gVxLN3cw9Vpump,"([], 'No qualifying breakouts')"
D1mM9THeoBEa2xBbRHpinBPc9x6rDeKUYzMvcUDzpump,"([], 'No qualifying breakouts')"
4S3iknKvK7CnPkkcWQys5KBqwrTosYNax8A2u2xWpump,"([], 'No qualifying breakouts')"
MukMXYra86GjMrXq9aiPmUUGG63oNgFsuKKAaGdpump,"([], 'No qualifying breakouts')"
BdYhYFTZKMKK1Z3pCT29TLHb416DnBdtV6kLRcm4pump,"([], 'No qualifying breakouts')"
6wKRRP1c2gkWESch723bmgCWiBYiYvn4krspZXdApump,"([], 'No qualifying breakouts')"
Hmatmu1ktLbobSvim94mfpZmjL5iiyoM1zidtXJRAdLZ,"([], 'No qualifying breakouts')"
CaCG4QQ1P1PifqctriL5iKXea5aQZtrCcdFqYuLxgK74,"([], 'No qualifying breakouts')"
3hMnJhU5Bx45T4JDY3A17JQgraJhBRFZbQd5gCKHpump,"([], 'No qualifying breakouts')"
5f5DTyhFX1R47QxRRqUvUXWWkCmHWb2Uif4EFi5dpump,No volume spikes
4Hx6Bj56eGyw8EJrrheM6LBQAvVYRikYCWsALeTrwyRU,"([], 'No qualifying breakouts')"
FW7aAw92HWnWrUmGe4HHrdHjqshQ2CnyFMqBkSDnpump,"([], 'No qualifying breakouts')"
wJ69r858Gp235yZM6QaxSAvATPCPAK9MVBm77G1pump,"([], 'No qualifying breakouts')"
48BVWSkY5XxZ9HwaKet2kAYvjP9gPviUmm8Xg2EKCLNx,"([], 'No qualifying breakouts')"
GUUFsneDFrEgYwV2ngpvpMdAmwFjhFknA5eL7ehkeFf8,"([], 'No qualifying breakouts')"
6fvys6PkSCgZcrDCCkYp56BjLMKZ41ySZK6qtgzX49Hg,"([], 'No qualifying breakouts')"
ADT7AFn9cZJhHRPpVPhD1auwP7bTT125dvxikaBVpump,"([], 'No qualifying breakouts')"
CbUPTbC4K7zdAEWxfa1nad4468xpX3LpWPhZVnzybhfN,"([], 'No qualifying breakouts')"
GwTcshcY9RgN1hictD7bi21nuKEwgCboYoJHhg1Tpump,"([], 'No qualifying breakouts')"
9c1q4jhE4zjKwKDnWcDsK9sa5eJ1Yp6vAJEsqVq7pump,"([], 'No qualifying breakouts')"
8mRyMbtL72yf4Sxo7AjVwkxLNUXf7f1ehK2L5LfBpump,"([], 'No qualifying breakouts')"
5oSiETWf6QWamfSy8Mw496moaUEUEKWPvdZS8fdzbonk,"([], 'No qualifying breakouts')"
5gJTrQ4kxTzJkt6aeLupUvkQv6dcXuGJJo6yTaeFpump,"([], 'No qualifying breakouts')"
4xLk2JHcQQES3D1QrE8tLaKnAxq3zMVmh3YdCSL7pump,"([], 'No qualifying breakouts')"
EUrALe1DcJT9kPtay3ACb1bsf5YvQRQ1Tq7Eiz5gpump,"([], 'No qualifying breakouts')"
4DPhcyAfZMZVi6b8w3ntwc5cVoB3B3q9SCR96XQqpump,"([], 'No qualifying breakouts')"
7XeR2pjfqocWAVmV3fefcCPgZNE4eByV2vgdcjs9pump,"([], 'No qualifying breakouts')"
EMKP9FV5wakvyodPh8edQW4RTSbHPrhYRDEiCiz1pump,"([], 'No qualifying breakouts')"
HmqFoRqpNKpZbpXLZfTmTCPnnPCd3xmBMdGsCVDVVcKz,"([], 'No qualifying breakouts')"
Tszf8Bixhgt8x9M5fMV1kafFfuir9eK6eDXzAxepump,"([], 'No qualifying breakouts')"
9DeFwV8sLN59nsZeZDD82LFZsyouyfGoMQWH2N6Zpump,"([], 'No qualifying breakouts')"
2wP76beSJ8NB8bgFEkZkQCGtWErxqkxTYEGjx9jYpump,"([], 'No qualifying breakouts')"
9BiPfzEAV9d4YPKHfS6wbrUUy9g1iftvDcigpqrUmoon,"([], 'No qualifying breakouts')"
34EBTRNxjqZo3CgpQD3aaW3CC69DkP6BQUEx1Dd2pump,"([], 'No qualifying breakouts')"
7cWeM4kSGP2Mfm83k6F9BHukqeWccSYXq6bWFuu8THMN,"([], 'No qualifying breakouts')"
axso1MBZ8Hz3RdBGeyDcvc3xP5R3YNfLYqREHRvwY2t,"([], 'No qualifying breakouts')"
82YtqwuFrN97QvEjXShot77fAEhoS4Lzj7BjNm9uHkgK,"([], 'No qualifying breakouts')"
DUgEVBVJukYsw5BDnM81T2c6PZ1aCnk9zQJ5guJdpump,"([], 'No qualifying breakouts')"
9X2jTh2SPKBUBWD5wYuTBs1SsCJXbePYB8yfiVCvpump,"([], 'No qualifying breakouts')"
7R88oQWwoFwMqb2ryrozDMvN3jNnWqrMB3ytKxNybonk,"([], 'No qualifying breakouts')"
FstfNjRFcvknXFRcEzSjnC5BrDBcncic4BbE8ofbruCt,"([], 'No qualifying breakouts')"
5yduYhHrMm9UbF3AvwTiLb27R3DP3JCp3kvpMqPpump,"([], 'No qualifying breakouts')"
EYqur2HYSHkpzFpwTt8rD97JhFE7YL3LTa3Yue2hpump,"([], 'No qualifying breakouts')"
8CXvpedpPpTMuxeJ9hjysN6hrbjWdPB9U7igoo7ypump,"([], 'No qualifying breakouts')"
BgYh8aQr76wamR9ggz9oAt67k62XyX8f3MzpLndpump,Too few 30m bars (4)
FkbWN4dcFQym2PgCELfThghQqLuA2e2jThMJyhZjfG4M,"([], 'No qualifying breakouts')"
6zgbwgsiQkNP6EXHx7gEXqgKGK4RPpFWvW2HFwi7pump,"([], 'No qualifying breakouts')"
5j8TTAUPJA7aertDRFRackcGpc6HLZx9U8ogPboxpump,Too few 30m bars (9)
54vhCwTEcsiwWWCxnjXcNVB7rd9UaB1V8UbAHeoFpump,"([], 'No qualifying breakouts')"
JApEAGRu1QXa5xfrfVbEkSmoKg7tu1zZo6BeED1QH4wp,"([], 'No qualifying breakouts')"
4GXLXjy34w7DUGJbeGGWNyytaiDNtk7W6XbyG2hGpump,"([], 'No qualifying breakouts')"
3FkfFXtMDVkKJ6SAouMSK4qYFmErYxSnAUx6vP52pump,"([], 'No qualifying breakouts')"
BTR4CQwepbMjvcdYkbJWB5ZoCTCR53Zz2Ky3i3hysDDJ,"([], 'No qualifying breakouts')"
6CEjCg7Jo5RV9kFSgKx66rpW19nrsCmccD2bxfwpump,"([], 'No qualifying breakouts')"
FMLwPQkZ1j2hX9BAE9KRLnZcGmU1DtiHJbiBf93Tpump,"([], 'No qualifying breakouts')"
GWGbA2gJJL66PP41dxTrgZMtauCL4ZeFgAeyKLM9pump,"([], 'No qualifying breakouts')"
HGwX3D5Rxp52G1Sm4GbetdiQiL4RCHb1Jby84ayhpump,"([], 'No qualifying breakouts')"
9xK2Cj2tKq1jzyjr6BtdqHxe2niTtshxF4Y7PTHMpump,"([], 'No qualifying breakouts')"
BycodkJgwAA4PTygbQQ35LUB1KRLoCofKz5CmC8BK6dU,No volume spikes
FnDtf9V365UStCjAUx2FeCmTEUHfM1Vx4gWQCNx6pump,"([], 'No qualifying breakouts')"
43uhykFm8Y9gLvHrWs7r7w1HCKu6vikDi7j394FaSfNz,"([], 'No qualifying breakouts')"
DcZ9bkjg1HbEps6NLp87weWAEaJ3x9rAmUiknGiBpump,"([], 'No qualifying breakouts')"
5h5YCbybHMpVj378FrxrypY9eXKoy92Vpw9xyru1pump,"([], 'No qualifying breakouts')"
6B1GD3BB5ihs2UbnjyfPMdYetwMR51SGQ4TCpo7fXbQA,"([], 'No qualifying breakouts')"
whheYm7JzA2DsAofFKvXtNdJ8HhQDxa72fa52pdHaoB,"([], 'No qualifying breakouts')"
CRE9tXVCnRREt13ELtHNRTuR3pMuyH6FfczBEQE7pump,"([], 'No qualifying breakouts')"
FLUXBmPhT3Fd1EDVFdg46YREqHBeNypn1h4EbnTzWERX,"([], 'No qualifying breakouts')"
mzeroXDoBpRVhnEXBra27qzAMdxgpWVY3DzQW7xMVJp,"([], 'No qualifying breakouts')"
6bESwyduZ6hZGSE2S2CVpZvfDUzB5WgfuyK2vZ6yBAGS,"([], 'No qualifying breakouts')"
4ub1H9q9YFb89oMBnwJpyU7jXbTeaX9mxwiCN1XvuLuY,"([], 'No qualifying breakouts')"
B9zze29or7CJs1nBrigSCWSibfxvkmieFXcGg5cxbonk,"([], 'No qualifying breakouts')"
CT7GDh5V8jR1vF83HDacMvdMF3KwuH4WXyaD2F6ppump,Too few 30m bars (8)
HoSipZoewmiP9cPq4Md2JNXPp6wckWUeVXZP7SFvgKi,"([], 'No qualifying breakouts')"
2UUYXu4U7m1bmH1NTCebQei7tdfj7b4d4B4YThEPBAGS,"([], 'No qualifying breakouts')"
CQ1eU5VLsw2WyaDgVJPDBb1RyroeZoJaMeRaNkwtpump,"([], 'No qualifying breakouts')"
8n58q3pUr7VK3jhCXfx75rPLiygRWLuSSiyxP7aapump,"([], 'No qualifying breakouts')"
Ay7djzjKjJ8156GeGyQsRnLUyFjENABhm3DKF8NYpump,"([], 'No qualifying breakouts')"
GRQfnwWyhd4qeJqUVCZo9ku61p3YN7MWCCk8vBXnpump,"([], 'No qualifying breakouts')"
Gh8yeA9vH5Fun7J6esFH3mV65cQTBpxk9Z5XpzU7pump,"([], 'No qualifying breakouts')"
8HGer4vRWZMu5MUYU7ACPb4uanKgBewaXJZscLagpump,"([], 'No qualifying breakouts')"
Fxgdfsy1Z5Mvh53o69s2Ev6TGxtAJ1RQ5RJ5moCpKmQZ,"([], 'No qualifying breakouts')"
6ghy6te3p3nz6ZmxZE78jDbRwvgQCn7mPAzBtHn6pump,"([], 'No qualifying breakouts')"
CUMZQFfuqYR2gKpwxv3f6wadu9cMRkrZWWXMjTFhpump,"([], 'No qualifying breakouts')"
pc3gLpoZCe79SZAbABtes2fiWAaiTJuTk9NsNxR2ZSj,"([], 'No qualifying breakouts')"
3Ct6ttmjkthQZzqtDcNPxbtQx7F62XaakRq7vqjvTHhL,Too few 30m bars (0)
B3zWuNcVQK9YVHngeDH7UFwsmudWnNhFn89T1AQcpump,"([], 'No qualifying breakouts')"
GB1o16CBhZHJopR24fdzVYhDpCmwtx34tprsFwFmpump,"([], 'No qualifying breakouts')"
6nHFVrctHnUWwJodHJ7EQPB2rkX67u2AzGbuWQEGfWM7,"([], 'No qualifying breakouts')"
51XMD1jprfRvd1dbPZLkBuef6xMduwjrmSLxyYiqpump,"([], 'No qualifying breakouts')"
86ZnAujEVLmtnNazeCeT1zYR7hn2PeF5ZPEwUkTdpump,"([], 'No qualifying breakouts')"
4zH5k3e39bZqwVbsRB9hDKMqhoRPndEcF4q3uBco3kBM,Too few 30m bars (6)
Unkp3UArtURXfKpxAWXkgUEDiC5uN7wTozpgzjipump,"([], 'No qualifying breakouts')"
U1zc8QpnrQ3HBJUBrWFYWbQTLzNsCpPgZNegWXdBAGS,"([], 'No qualifying breakouts')"
EPpeesRbnZSpe6nJaWSQNyhqrwyjGJPh4GPrzBvkpump,"([], 'No qualifying breakouts')"
CZBYBV2e1x1ZuZ2qkwU5mPNVLFKfVvjSssSNHzSepump,"([], 'No qualifying breakouts')"
HZJ1GiyQWk3P5YuqP4pZQfvFcrSXFi2iqxFQmx2Epump,Too few 30m bars (9)
8f1zccZPpbjz17Ay9wZKT5Mx2oPtUyxAVz5p5yzEbonk,"([], 'No qualifying breakouts')"
FuLH3f9TPxiLNojPBZxfaT5Rb5VFfia8hMzLo9e9c6CG,"([], 'No qualifying breakouts')"
9cC36bMZCt9fF53eLBQCago1czw5L9GRHZBL5adWEyAu,"([], 'No qualifying breakouts')"
4tNQS9U6h63dYnmToLQFHMeYyGF4hSkBHsDdgmpnNMYW,"([], 'No qualifying breakouts')"
89dRUohB1jofcFY5Y8gY7oBSHVkaQTL1u3EWhv1jFNC6,"([], 'No qualifying breakouts')"
G87p2jenHoMtTi65RLRcDGbg7MBMLaTAuztFvh3dpump,"([], 'No qualifying breakouts')"
2719jVSL59uaNbJUA6FhFQcW4GVYQLBoYaF4tu7gpump,Too few 30m bars (6)
9C8FQFHxaxNng2bkdjLK4W9cLZ61bN3Ybgymk5sbpump,"([], 'No qualifying breakouts')"
DMAhb8YpH9pc5Czt92n3KszDH2GXRMGZrfkVV7oqpump,"([], 'No qualifying breakouts')"
GYTd9XbZTfwicCV28LGkwiDF4DgpXTTAi2UeCajfpump,"([], 'No qualifying breakouts')"
6SCmisPvGvj2SZCQG9dXMAv4WkBuoN8Eopo4CqBbxp5h,"([], 'No qualifying breakouts')"
2aWkZqpVGNGWoX8M3J9NogKQfN3ADN31ZRfB1E15bonk,"([], 'No qualifying breakouts')"
6FexM7L9C24eejG5KVdN4KKR5ZkbodJwuJ6c9B68pump,"([], 'No qualifying breakouts')"
yaMZLbndNGBb4kaJesAG1mTsUwCgiri4yxfjQjJBpee,"([], 'No qualifying breakouts')"
HqCpoeq1n49YuseYETyT998UEnwbwFdeUARH54Hbpump,"([], 'No qualifying breakouts')"
A2Y2BgaFZwYQEFHqV3f88wjLBysjcQ2sdeSwQkp4pump,"([], 'No qualifying breakouts')"
FG53WF6VGMb3eg19A76p4x6Ht267q2kze89h79MhZ9CB,"([], 'No qualifying breakouts')"
U1jRycvTWC3untmSz46PxWEgUxzHTQzMK2gHvqspump,"([], 'No qualifying breakouts')"
GxGGHFUSYR3tpKvV41GsqLhRYpwmiF59vDZLNc3vpump,"([], 'No qualifying breakouts')"
Ay3vmxu5SNzYazn7NQGV2h3z7jGCdgHxDBuKHP1Upump,"([], 'No qualifying breakouts')"
Duxeg8HrG89Dq95oyiydrnFd8irZhjApGZu8PYrEpump,"([], 'No qualifying breakouts')"
CWX6t6pGJ1zsnuywnyd2ZMZJ7inB2sWuPdsteoT6pump,"([], 'No qualifying breakouts')"
98r4qLUgPVAe9hrHH4aEeNRfff6UozfCXwSHFVnnbonk,"([], 'No qualifying breakouts')"
A1J21pZcGXoHooA44tEdWVPTcLTLUQFBPdZHf5iR9UK1,"([], 'No qualifying breakouts')"
G7CzaTgKT4LdhMLWbCy2RSVrnQheUrTYN8Nkw2WPLAY,"([], 'No qualifying breakouts')"
x4z2czf4swcDtWgaobFjD5WXR72RqLkadwYRuegpump,"([], 'No qualifying breakouts')"
FR5HcckLPzRJSogmgnJaCHW6hyrQZmR2n9a4Qw1fpump,"([], 'No qualifying breakouts')"
5EdixXrxBAwiN6PG7kE7Cvk4BwBUcj3CjQf3rRknpump,"([], 'No qualifying breakouts')"
82mSw24TxU8Q7kRkXMj4Ey3jaHKLYgWxoRdEA256pump,"([], 'No qualifying breakouts')"
wo1zgt8rfrYpvdVi4nidoj1SYfcR4pQx69bmNv2JLhQ,"([], 'No qualifying breakouts')"
7J7TiGyBvx5pzRsM5y6v9xTcN432woQggfFWCKGHpump,"([], 'No qualifying breakouts')"
Be6wPumntQAsXxWGjEfENMUTRHiP7U1hrsqs8bimxeU7,Too few 30m bars (8)
DsjFot4kxgvpQLF1bz6vqL6mMSDBxXyh6xKa9pZ3pump,"([], 'No qualifying breakouts')"
9qn2yiENFnXXyTMfk6SiYRnvmYNpcKe33Ucy7L5Rpump,"([], 'No qualifying breakouts')"
14E5km7LLUnhSVauyMFhD5NogXQpStuw2uMddow3boop,"([], 'No qualifying breakouts')"
DUp2qMMGuACziKeyZRtH9cuKyqtYpqJ24iZg6tVLpump,"([], 'No qualifying breakouts')"
CFhgTUXw7of3PYdbw3YrPeE9EVzVGo435i8FEmd8dr6w,"([], 'No qualifying breakouts')"
6zrhg5wGGntQPxtPivKqJvJS4DCcpcwNb6UJE9Eypump,"([], 'No qualifying breakouts')"
2C9ynB9HCqwZLdKjg3TDppTwYdShwwUdwtmymFe6pump,"([], 'No qualifying breakouts')"
6NEgho6ajPkz7CHDvtWgeyu6NWvv9HWyjAM51K5Sp1nC,"([], 'No qualifying breakouts')"
5TWtX1pfBcpk8EStEAna1rUQMQMsAqQ8H45W1gPSpump,"([], 'No qualifying breakouts')"
2Zvo6bnwJtyXhsPgbcfajTrEtB7NwrJhK8mMmtEXvHHc,"([], 'No qualifying breakouts')"
